Timestamp,CameraLocation,Emotion,Confidence
2025-04-05 14:15:00.135,Museum Entrance,Neutral,0.7425804734230042
2025-04-05 14:15:00.381,Museum Entrance,Neutral,0.7932001352310181
2025-04-05 14:15:00.649,Museum Entrance,Neutral,0.570204496383667
2025-04-05 14:15:00.904,Museum Entrance,Neutral,0.6602046489715576
2025-04-09 15:23:35.614,Museum Entrance,Neutral,0.6850406527519226
2025-04-09 15:23:36.000,Museum Entrance,Neutral,0.43145665526390076
2025-04-09 15:23:36.321,Museum Entrance,Neutral,0.6035362482070923
2025-04-09 15:23:36.595,Museum Entrance,Neutral,0.6511297821998596
2025-04-09 15:23:36.927,Museum Entrance,Neutral,0.6103227734565735
2025-04-09 15:23:37.228,Museum Entrance,Neutral,0.5796048641204834
2025-04-09 15:23:37.497,Museum Entrance,Neutral,0.6132367253303528
2025-04-09 15:23:37.745,Museum Entrance,Neutral,0.5244884490966797
2025-04-09 15:23:37.976,Museum Entrance,Neutral,0.48400142788887024
2025-04-09 15:23:38.999,Museum Entrance,Fear,0.30153945088386536
2025-04-09 15:23:39.231,Museum Entrance,Sad,0.29425686597824097
2025-04-09 15:23:41.449,Museum Entrance,Fear,0.3403109312057495
2025-04-09 15:23:44.242,Museum Entrance,Neutral,0.3377566337585449
2025-04-09 15:23:44.474,Museum Entrance,Neutral,0.4657925069332123
2025-04-09 15:23:44.790,Museum Entrance,Neutral,0.35955971479415894
2025-04-09 15:23:45.006,Museum Entrance,Neutral,0.3694959878921509
2025-04-09 15:23:45.229,Museum Entrance,Neutral,0.3647272288799286
2025-04-09 15:23:45.461,Museum Entrance,Neutral,0.4231214225292206
2025-04-09 15:23:45.677,Museum Entrance,Neutral,0.46318960189819336
2025-04-09 15:23:45.893,Museum Entrance,Neutral,0.6182538270950317
2025-04-09 15:23:46.093,Museum Entrance,Neutral,0.6639444828033447
2025-04-09 15:23:46.309,Museum Entrance,Neutral,0.6412630081176758
2025-04-09 15:23:46.509,Museum Entrance,Neutral,0.4532107412815094
2025-04-09 15:23:46.710,Museum Entrance,Neutral,0.6747215390205383
2025-04-09 15:23:46.910,Museum Entrance,Neutral,0.6553833484649658
2025-04-09 15:23:49.806,Museum Entrance,Sad,0.2899937331676483
2025-04-09 15:23:50.022,Museum Entrance,Neutral,0.3399210572242737
2025-04-09 15:23:50.476,Museum Entrance,Happy,0.4135432541370392
2025-04-09 15:23:55.112,Museum Entrance,Sad,0.43755224347114563
2025-04-09 15:23:55.361,Museum Entrance,Sad,0.4563744068145752
2025-04-09 15:23:55.572,Museum Entrance,Neutral,0.47150754928588867
2025-04-09 15:23:55.950,Museum Entrance,Sad,0.37533706426620483
2025-04-09 15:23:56.173,Museum Entrance,Neutral,0.41504552960395813
2025-04-09 15:23:56.389,Museum Entrance,Neutral,0.4905986487865448
2025-04-09 15:23:56.620,Museum Entrance,Neutral,0.45190370082855225
2025-04-09 15:23:56.836,Museum Entrance,Neutral,0.4742787480354309
2025-04-09 15:23:57.067,Museum Entrance,Neutral,0.4262153208255768
2025-04-09 15:23:57.290,Museum Entrance,Neutral,0.44977694749832153
2025-04-09 15:23:57.506,Museum Entrance,Neutral,0.43873536586761475
2025-04-09 15:23:57.738,Museum Entrance,Neutral,0.46643564105033875
2025-04-09 15:23:57.954,Museum Entrance,Neutral,0.5310319066047668
2025-04-09 15:23:58.176,Museum Entrance,Neutral,0.4154317080974579
2025-04-09 15:23:58.408,Museum Entrance,Neutral,0.41147515177726746
2025-04-09 15:23:58.624,Museum Entrance,Neutral,0.4221692681312561
2025-04-09 15:23:58.855,Museum Entrance,Neutral,0.4127269685268402
2025-04-09 15:23:59.078,Museum Entrance,Neutral,0.42957037687301636
2025-04-09 15:23:59.294,Museum Entrance,Neutral,0.4128227233886719
2025-04-09 15:23:59.510,Museum Entrance,Neutral,0.4515414535999298
2025-04-09 15:23:59.726,Museum Entrance,Neutral,0.5004349946975708
2025-04-09 15:23:59.942,Museum Entrance,Neutral,0.48055657744407654
2025-04-09 15:24:00.166,Museum Entrance,Neutral,0.3973669707775116
2025-04-09 15:24:00.397,Museum Entrance,Neutral,0.43219447135925293
2025-04-09 15:24:00.613,Museum Entrance,Neutral,0.4799762964248657
2025-04-09 15:24:00.851,Museum Entrance,Neutral,0.543389618396759
2025-04-09 15:24:01.067,Museum Entrance,Neutral,0.48811909556388855
2025-04-09 15:24:01.299,Museum Entrance,Neutral,0.42243343591690063
2025-04-09 15:24:01.603,Museum Entrance,Neutral,0.4835783839225769
2025-04-09 15:24:01.829,Museum Entrance,Neutral,0.5238999724388123
2025-04-09 15:24:02.045,Museum Entrance,Neutral,0.5246196985244751
2025-04-09 15:24:02.276,Museum Entrance,Neutral,0.4564351439476013
2025-04-09 15:24:02.492,Museum Entrance,Neutral,0.5116197466850281
2025-04-09 15:24:02.737,Museum Entrance,Neutral,0.5435840487480164
2025-04-09 15:24:02.968,Museum Entrance,Neutral,0.4427023231983185
2025-04-09 15:24:03.184,Museum Entrance,Neutral,0.5130949020385742
2025-04-09 15:24:03.407,Museum Entrance,Neutral,0.4779559075832367
2025-04-09 15:24:03.670,Museum Entrance,Neutral,0.5578730702400208
2025-04-09 15:24:04.040,Museum Entrance,Neutral,0.3223665952682495
2025-04-09 15:24:04.272,Museum Entrance,Neutral,0.4187094271183014
2025-04-09 15:24:04.503,Museum Entrance,Neutral,0.5407904982566833
2025-04-09 15:24:04.726,Museum Entrance,Neutral,0.5110296607017517
2025-04-09 15:24:05.379,Museum Entrance,Happy,0.38546815514564514
2025-04-09 15:24:05.864,Museum Entrance,Fear,0.3080107271671295
2025-04-09 15:24:06.207,Museum Entrance,Neutral,0.43469899892807007
2025-04-09 15:24:07.538,Museum Entrance,Happy,0.41829222440719604
2025-04-09 15:24:07.770,Museum Entrance,Happy,0.8466612696647644
2025-04-09 15:24:07.986,Museum Entrance,Happy,0.9497913122177124
2025-04-09 15:24:08.217,Museum Entrance,Happy,0.8283483982086182
2025-04-09 15:24:08.440,Museum Entrance,Happy,0.9708839058876038
2025-04-09 15:24:08.687,Museum Entrance,Happy,0.9884575009346008
2025-04-09 15:24:08.919,Museum Entrance,Happy,0.9644351601600647
2025-04-09 15:24:09.141,Museum Entrance,Happy,0.9397954940795898
2025-04-09 15:24:09.372,Museum Entrance,Happy,0.9917100071907043
2025-04-09 15:24:09.620,Museum Entrance,Happy,0.9879948496818542
2025-04-09 15:24:09.858,Museum Entrance,Happy,0.9851928949356079
2025-04-09 15:24:10.121,Museum Entrance,Happy,0.9678570628166199
2025-04-09 15:24:10.421,Museum Entrance,Happy,0.9183551669120789
2025-04-09 15:24:10.689,Museum Entrance,Neutral,0.7572804689407349
2025-04-09 15:24:10.952,Museum Entrance,Neutral,0.7975308299064636
2025-04-09 15:24:11.237,Museum Entrance,Neutral,0.8497685194015503
2025-04-09 15:24:11.567,Museum Entrance,Neutral,0.8400281071662903
2025-04-09 15:24:11.879,Museum Entrance,Neutral,0.8246573805809021
2025-04-09 15:24:12.172,Museum Entrance,Neutral,0.8433604836463928
2025-04-09 15:24:12.489,Museum Entrance,Neutral,0.7290112972259521
2025-04-09 15:24:12.758,Museum Entrance,Happy,0.8480563759803772
2025-04-09 15:24:13.058,Museum Entrance,Happy,0.6127231121063232
2025-04-09 15:24:13.337,Museum Entrance,Neutral,0.9043470025062561
2025-04-09 15:24:13.606,Museum Entrance,Neutral,0.849301278591156
2025-04-09 15:24:14.227,Museum Entrance,Sad,0.27845364809036255
2025-04-09 15:24:14.227,Museum Entrance,Neutral,0.7352097034454346
2025-04-09 15:24:14.512,Museum Entrance,Neutral,0.6385841965675354
2025-04-09 15:24:14.790,Museum Entrance,Happy,0.9262212514877319
2025-04-09 15:24:15.060,Museum Entrance,Happy,0.9934878349304199
2025-04-09 15:24:15.298,Museum Entrance,Happy,0.9889137148857117
2025-04-09 15:24:15.561,Museum Entrance,Happy,0.9273657202720642
2025-04-09 15:24:15.815,Museum Entrance,Happy,0.9081412553787231
2025-04-09 15:24:16.063,Museum Entrance,Happy,0.9345933198928833
2025-04-09 15:24:16.843,Museum Entrance,Happy,0.5175521969795227
2025-04-09 15:24:17.085,Museum Entrance,Happy,0.9152175784111023
2025-04-09 15:24:17.332,Museum Entrance,Happy,0.8377475142478943
2025-04-09 15:24:17.570,Museum Entrance,Happy,0.9534148573875427
2025-04-09 15:24:17.833,Museum Entrance,Happy,0.9415847659111023
2025-04-09 15:24:18.087,Museum Entrance,Happy,0.9545719027519226
2025-04-09 15:24:18.334,Museum Entrance,Happy,0.9645426273345947
2025-04-09 15:24:18.587,Museum Entrance,Happy,0.9521273970603943
2025-04-09 15:24:18.835,Museum Entrance,Happy,0.9522209167480469
2025-04-09 15:24:19.073,Museum Entrance,Happy,0.9240059852600098
2025-04-09 15:24:19.320,Museum Entrance,Neutral,0.7068780660629272
2025-04-09 15:24:19.558,Museum Entrance,Neutral,0.6562941074371338
2025-04-09 15:24:19.805,Museum Entrance,Happy,0.8178337216377258
2025-04-09 15:24:20.059,Museum Entrance,Happy,0.6241189241409302
2025-04-09 15:24:20.306,Museum Entrance,Neutral,0.4058055579662323
2025-04-09 15:24:20.938,Museum Entrance,Happy,0.6410506963729858
2025-04-09 15:24:21.176,Museum Entrance,Happy,0.8891980051994324
2025-04-09 15:24:22.078,Museum Entrance,Neutral,0.5466585159301758
2025-04-09 15:24:23.005,Museum Entrance,Neutral,0.48341435194015503
2025-04-09 15:24:23.290,Museum Entrance,Neutral,0.7058781385421753
2025-04-09 15:24:23.290,Museum Entrance,Happy,0.6462361812591553
2025-04-09 15:24:23.568,Museum Entrance,Happy,0.7961786389350891
2025-04-09 15:24:23.853,Museum Entrance,Neutral,0.6978939771652222
2025-04-09 15:24:23.853,Museum Entrance,Happy,0.87714022397995
2025-04-09 15:24:24.154,Museum Entrance,Neutral,0.64131098985672
2025-04-09 15:24:24.154,Museum Entrance,Happy,0.5536064505577087
2025-04-09 15:24:24.412,Museum Entrance,Happy,0.30088579654693604
2025-04-09 15:24:24.412,Museum Entrance,Neutral,0.30431342124938965
2025-04-09 15:24:25.406,Museum Entrance,Sad,0.2552644610404968
2025-04-09 15:24:25.654,Museum Entrance,Surprise,0.361486554145813
2025-04-09 15:24:25.654,Museum Entrance,Sad,0.3794941008090973
2025-04-09 15:24:26.064,Museum Entrance,Happy,0.6159065365791321
2025-04-09 15:24:26.335,Museum Entrance,Happy,0.5240296125411987
2025-04-09 15:24:26.616,Museum Entrance,Happy,0.780505359172821
2025-04-09 15:24:27.290,Museum Entrance,Happy,0.23596978187561035
2025-04-09 15:24:28.160,Museum Entrance,Neutral,0.410909503698349
2025-04-09 15:24:29.136,Museum Entrance,Neutral,0.24309886991977692
2025-04-09 15:24:29.368,Museum Entrance,Happy,0.3199580907821655
2025-04-09 15:24:30.121,Museum Entrance,Neutral,0.48626431822776794
2025-04-09 15:24:30.790,Museum Entrance,Neutral,0.4794829487800598
2025-04-09 15:24:31.129,Museum Entrance,Neutral,0.359186589717865
2025-04-09 15:24:31.376,Museum Entrance,Happy,0.7649816274642944
2025-04-09 15:24:31.946,Museum Entrance,Happy,0.35415053367614746
2025-04-09 15:24:32.474,Museum Entrance,Sad,0.4132237434387207
2025-04-09 15:24:36.140,Museum Entrance,Happy,0.33759284019470215
2025-04-09 15:24:36.391,Museum Entrance,Neutral,0.37038612365722656
2025-04-09 15:24:36.739,Museum Entrance,Neutral,0.39932289719581604
2025-04-09 15:24:37.413,Museum Entrance,Neutral,0.43396610021591187
2025-04-09 15:24:37.413,Museum Entrance,Neutral,0.4016784727573395
2025-04-09 15:24:38.856,Museum Entrance,Neutral,0.3134779930114746
2025-04-09 15:24:39.227,Museum Entrance,Neutral,0.4424721300601959
2025-04-09 15:24:39.227,Museum Entrance,Neutral,0.4542587399482727
2025-04-09 15:24:40.705,Museum Entrance,Happy,0.2734624445438385
2025-04-09 15:24:41.906,Museum Entrance,Neutral,0.29639357328414917
2025-04-09 15:24:42.138,Museum Entrance,Neutral,0.6397805213928223
2025-04-09 15:24:42.393,Museum Entrance,Neutral,0.5572394728660583
2025-04-09 15:24:42.618,Museum Entrance,Neutral,0.5332930088043213
2025-04-09 15:24:42.869,Museum Entrance,Neutral,0.549532413482666
2025-04-09 15:24:43.170,Museum Entrance,Neutral,0.5748915672302246
2025-04-09 15:24:43.402,Museum Entrance,Neutral,0.5877688527107239
2025-04-09 15:24:43.655,Museum Entrance,Neutral,0.600233793258667
